location,property_type,area,rooms,bathrooms,floor_number,total_floors,age_of_property,furnishing_status,parking_spaces,near_metro,gated,near_school,near_it_park,pool,gym,security,garden,clubhouse,play_area,backup,rainwater,ev_charging,cctv,intercom,rooftop,price
Yeshwanthpur,Penthouse,2836,4,3,0,4,15,Fully-Furnished,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,38624949
Kadugodi,Penthouse,1166,2,2,10,20,15,Unfurnished,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,14680965
Bannerghatta Road,Penthouse,671,1,1,11,16,5,Semi-Furnished,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,9270438
Tumkur Road,Apartment,763,1,1,15,15,10,Fully-Furnished,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,6879311
Jakkar,Independent House,4147,4,3,5,17,15,Semi-Furnished,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,39323325
Uttarahalli,Apartment,968,2,2,11,14,5,Fully-Furnished,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,9632637
CV Raman Nagar,Independent House,3655,4,4,4,12,10,Unfurnished,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,36192167
Jayanagar,Independent House,1468,3,3,5,19,0,Semi-Furnished,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,24287218
Hosur Road,Penthouse,1747,3,4,6,7,0,Semi-Furnished,2,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,22160093
Bommasandra,Independent House,4183,4,5,11,18,0,Fully-Furnished,2,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,28853590
Anjanapura,Independent House,911,2,1,0,13,5,Semi-Furnished,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7025371
KR Puram,Independent House,582,1,1,7,8,5,Unfurnished,2,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,6481071
Koramangala,Villa,935,2,1,10,12,10,Unfurnished,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,22841339
Rajajinagar,Apartment,670,1,1,2,3,10,Fully-Furnished,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,9992189
Vijayanagar,Villa,558,1,1,5,10,5,Unfurnished,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,8318722
Outer Ring Road,Penthouse,655,1,1,2,3,5,Semi-Furnished,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,12173541
Brookefield,Independent House,2529,4,5,5,14,10,Fully-Furnished,2,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,32852198
Begur,Villa,1911,3,4,2,5,15,Semi-Furnished,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,23160280
Kadugodi,Independent House,678,1,1,7,7,10,Unfurnished,2,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,6896437
Yeshwanthpur,Penthouse,1714,3,3,1,15,5,Fully-Furnished,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,24311327
Sarjapur Road,Independent House,2037,3,4,9,10,5,Semi-Furnished,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,21471109
Outer Ring Road,Penthouse,4448,4,3,15,20,15,Semi-Furnished,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,77888483
Electronic City Phase 2,Villa,4005,4,5,12,18,0,Semi-Furnished,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,41169932
Electronic City,Apartment,4341,4,5,3,18,10,Unfurnished,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,31985662
Bannerghatta Road,Villa,2197,3,2,5,11,0,Unfurnished,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,31635953
JP Nagar,Independent House,973,2,2,4,5,0,Unfurnished,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,11971760
Hebbal,Apartment,763,1,1,13,20,2,Semi-Furnished,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,10108189
Anjanapura,Apartment,1084,2,3,13,19,0,Semi-Furnished,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,9568777
Bellandur,Apartment,3107,4,5,5,18,5,Unfurnished,2,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,42519962
Yelahanka,Independent House,1884,3,3,0,6,15,Unfurnished,2,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,18729915
Uttarahalli,Independent House,3969,4,5,4,8,5,Fully-Furnished,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,35593095
Basavanagudi,Villa,4167,4,3,4,16,5,Unfurnished,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,90486554
Electronic City,Penthouse,1874,3,4,14,15,10,Semi-Furnished,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,19359547
Kengeri,Apartment,1353,2,3,12,20,2,Fully-Furnished,2,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,12422443
Hennur Road,Penthouse,1660,3,4,9,18,2,Semi-Furnished,2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,26218647
Panathur,Penthouse,989,2,2,12,12,5,Unfurnished,2,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,14756474
Malleswaram,Apartment,1619,3,2,11,16,5,Semi-Furnished,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,27767083
RT Nagar,Villa,1259,2,1,7,16,0,Fully-Furnished,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,20487498
Malleswaram,Apartment,3277,4,3,13,16,15,Semi-Furnished,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,54620610
KR Puram,Apartment,2079,3,3,12,16,15,Fully-Furnished,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,20272674
Kanakapura Road,Apartment,2200,3,2,4,19,10,Unfurnished,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,21259911
Panathur,Independent House,1238,2,2,5,13,2,Unfurnished,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,13353395
Kadugodi,Penthouse,1282,2,3,7,17,2,Unfurnished,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,17266820
Varthur,Apartment,4411,4,3,0,19,15,Fully-Furnished,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,43664131
Electronic City Phase 1,Independent House,3244,4,4,1,1,15,Unfurnished,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,24973311
Sadashivanagar,Penthouse,1003,2,1,7,10,5,Fully-Furnished,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,30775167
Hennur Road,Villa,1812,3,3,12,19,5,Semi-Furnished,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,28516869
Marathahalli,Villa,1688,3,2,1,8,5,Unfurnished,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,24616500
Kanakapura Road,Penthouse,3992,4,3,0,15,0,Fully-Furnished,2,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,53994003
Indiranagar,Independent House,1098,2,2,11,14,2,Fully-Furnished,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20861243
Vijayanagar,Penthouse,3878,4,4,3,5,5,Unfurnished,2,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,51604070
Indiranagar,Independent House,1295,2,1,13,13,0,Fully-Furnished,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,24598329
Varthur,Independent House,910,2,1,13,14,10,Unfurnished,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,9013368
RT Nagar,Apartment,1918,3,4,4,5,15,Semi-Furnished,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,20943417
Chandapura,Independent House,1229,2,2,2,10,10,Fully-Furnished,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,7779321
Electronic City Phase 2,Villa,1265,2,2,0,2,10,Unfurnished,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,13442325
Basavanagudi,Penthouse,779,1,1,3,9,15,Fully-Furnished,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,16258797
Electronic City,Villa,1032,2,1,13,17,0,Unfurnished,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,11764231
Sahakara Nagar,Villa,1020,2,2,5,8,0,Fully-Furnished,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,17664703
Begur,Apartment,3838,4,4,13,14,2,Semi-Furnished,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,33036185
Electronic City Phase 1,Villa,1050,2,2,9,14,10,Semi-Furnished,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,11586055
Panathur,Independent House,581,1,1,9,15,5,Unfurnished,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,6412654
Bellandur,Independent House,514,1,1,15,18,15,Unfurnished,2,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,7011352
Kanakapura Road,Apartment,687,1,1,12,15,0,Fully-Furnished,2,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,8854965
Rajajinagar,Penthouse,1618,3,3,15,16,10,Unfurnished,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,31528502
Begur,Independent House,1977,3,4,15,18,2,Fully-Furnished,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,17323866
Begur,Apartment,4017,4,3,14,15,10,Unfurnished,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,33276236
Electronic City Phase 1,Independent House,813,1,1,8,17,2,Semi-Furnished,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,7109857
Anjanapura,Villa,1843,3,4,1,17,15,Unfurnished,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,19111690
Kadugodi,Villa,1279,2,3,0,8,2,Unfurnished,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,18532376
Old Airport Road,Villa,3333,4,4,9,19,0,Fully-Furnished,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,68851687
Uttarahalli,Penthouse,678,1,1,9,16,0,Semi-Furnished,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,9153074
Devanahalli,Villa,3660,4,3,4,13,10,Semi-Furnished,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,40604190
Kadugodi,Penthouse,2601,4,5,11,12,2,Semi-Furnished,2,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,34123496
Old Airport Road,Independent House,757,1,1,5,6,5,Fully-Furnished,2,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,12188693
Brookefield,Independent House,585,1,1,7,15,5,Unfurnished,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,7729729
HSR Layout,Apartment,3569,4,5,1,11,2,Fully-Furnished,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,50468061
Banaswadi,Penthouse,1620,3,2,14,15,0,Unfurnished,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,21030826
BTM Layout,Apartment,2431,4,3,5,8,15,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,28053506
Chandapura,Independent House,2852,4,5,15,15,10,Unfurnished,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,17036838
Hebbal,Independent House,980,2,1,0,9,5,Fully-Furnished,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,12701392
CV Raman Nagar,Penthouse,1360,2,2,13,19,5,Semi-Furnished,2,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,19365917
Tumkur Road,Independent House,2416,4,3,15,16,5,Fully-Furnished,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,19019465
Marathahalli,Apartment,732,1,1,0,6,5,Fully-Furnished,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,8254374
Magadi Road,Villa,2493,4,5,3,16,10,Unfurnished,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,27818448
Sarjapur Road,Independent House,3540,4,5,5,18,0,Semi-Furnished,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,38073721
Mahadevapura,Penthouse,690,1,1,8,16,15,Unfurnished,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,10753758
Kadugodi,Independent House,3075,4,3,11,15,5,Unfurnished,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,28987523
Sadashivanagar,Independent House,2053,3,2,9,19,2,Fully-Furnished,2,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,46859192
Uttarahalli,Penthouse,3996,4,3,5,14,15,Unfurnished,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,46539423
Sahakara Nagar,Independent House,528,1,1,4,19,15,Unfurnished,2,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,6234764
Domlur,Independent House,1730,3,3,5,15,15,Semi-Furnished,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,25723505
Vijayanagar,Independent House,697,1,1,9,15,0,Fully-Furnished,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,8617900
Whitefield,Penthouse,4320,4,5,3,5,5,Fully-Furnished,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,68596045
HSR Layout,Apartment,4244,4,5,2,5,0,Unfurnished,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,59063590
Electronic City Phase 1,Villa,686,1,1,13,15,10,Fully-Furnished,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,8379943
CV Raman Nagar,Penthouse,1325,2,2,7,8,10,Semi-Furnished,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,17831056
Hennur Road,Apartment,906,2,3,12,20,10,Unfurnished,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,10627654
Vijayanagar,Independent House,2577,4,5,13,17,2,Unfurnished,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,26215824
Yeshwanthpur,Penthouse,1112,2,1,13,17,2,Semi-Furnished,2,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,16154720
Kengeri,Penthouse,1170,2,3,15,18,10,Semi-Furnished,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,13425353
Anjanapura,Villa,2065,3,2,6,17,5,Semi-Furnished,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,21739732
Sarjapur Road,Penthouse,1639,3,2,10,20,5,Unfurnished,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,23362099
Jayanagar,Independent House,1068,2,1,15,20,0,Unfurnished,2,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,18541965
Varthur,Apartment,1874,3,4,11,11,10,Semi-Furnished,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,19762007
Kadugodi,Villa,590,1,1,2,15,0,Unfurnished,2,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9373394
Bannerghatta Road,Apartment,2922,4,4,12,13,5,Semi-Furnished,2,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,29436797
KR Puram,Penthouse,526,1,1,12,16,0,Unfurnished,2,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,8085179
Domlur,Independent House,671,1,1,4,14,15,Semi-Furnished,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,10060714
Sadashivanagar,Villa,1479,3,2,2,4,0,Fully-Furnished,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,48753465
Hoodi,Independent House,2387,4,4,9,20,10,Fully-Furnished,2,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,27877836
Old Airport Road,Apartment,1173,2,1,6,7,5,Semi-Furnished,2,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,17797338
Electronic City,Apartment,1599,3,3,4,20,5,Semi-Furnished,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,12287222
Electronic City Phase 2,Apartment,963,2,2,8,18,15,Fully-Furnished,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,7535298
Bellandur,Villa,3455,4,4,9,15,15,Unfurnished,2,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,66177011
Magadi Road,Villa,512,1,1,1,8,0,Semi-Furnished,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,6665826
Jayanagar,Apartment,722,1,1,0,15,2,Fully-Furnished,2,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,13031216
Vijayanagar,Apartment,520,1,1,7,17,5,Semi-Furnished,2,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,6635623
Anjanapura,Independent House,3252,4,5,6,12,15,Fully-Furnished,2,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,24432515
Hoodi,Villa,761,1,1,12,18,5,Unfurnished,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,12590851
RT Nagar,Apartment,2174,3,3,6,12,10,Unfurnished,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,22614511
Anjanapura,Villa,2032,3,2,7,8,0,Unfurnished,2,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,22568856
Magadi Road,Penthouse,711,1,1,12,16,2,Unfurnished,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,7896676
CV Raman Nagar,Villa,552,1,1,7,9,10,Fully-Furnished,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,8807928
Domlur,Apartment,1948,3,4,12,14,15,Fully-Furnished,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,29725165
Magadi Road,Penthouse,544,1,1,2,17,2,Unfurnished,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,6645277
HSR Layout,Independent House,1243,2,2,5,14,5,Fully-Furnished,2,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,18898987
Kadugodi,Independent House,1180,2,3,13,20,0,Semi-Furnished,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,12791396
BTM Layout,Villa,850,1,1,1,8,5,Semi-Furnished,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14482057
Electronic City Phase 1,Penthouse,2709,4,3,11,12,15,Semi-Furnished,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,26361492
Hoodi,Villa,1508,3,2,8,20,2,Fully-Furnished,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,25120411
Hosur Road,Villa,1596,3,4,9,15,5,Fully-Furnished,2,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,21656118
Hennur Road,Independent House,2077,3,2,6,20,2,Unfurnished,2,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,23285045
Bannerghatta Road,Independent House,1203,2,1,15,16,5,Fully-Furnished,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,12809589
Tumkur Road,Independent House,2879,4,5,6,13,15,Semi-Furnished,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,21697071
Begur,Villa,3840,4,3,7,11,0,Semi-Furnished,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,46312743
JP Nagar,Apartment,699,1,1,6,8,0,Semi-Furnished,2,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,9333441
Electronic City Phase 1,Independent House,839,1,1,14,15,10,Semi-Furnished,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,6315930
Rayan Circle,Penthouse,4363,4,4,7,17,10,Unfurnished,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,65738294
Sarjapur Road,Apartment,602,1,1,8,10,15,Semi-Furnished,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,6785265
Panathur,Apartment,4384,4,4,10,15,15,Fully-Furnished,2,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,44704764
BTM Layout,Independent House,517,1,1,12,19,2,Fully-Furnished,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,7067551
Padmanabhanagar,Apartment,510,1,1,6,11,15,Unfurnished,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,4896388
Sadashivanagar,Villa,2803,4,3,4,15,10,Fully-Furnished,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,90659871
Magadi Road,Apartment,1614,3,2,1,17,0,Semi-Furnished,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,13356051
Magadi Road,Independent House,698,1,1,15,20,10,Fully-Furnished,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,6003476
Hennur Road,Independent House,1473,3,2,4,6,5,Unfurnished,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,16098291
Panathur,Villa,670,1,1,12,13,15,Semi-Furnished,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,9794645
KR Puram,Independent House,2174,3,4,2,17,0,Unfurnished,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,21282743
Domlur,Apartment,1844,3,2,3,8,0,Fully-Furnished,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,28447567
Bommasandra,Independent House,655,1,1,13,16,15,Unfurnished,2,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,5015931
Kadugodi,Penthouse,1845,3,2,4,8,5,Semi-Furnished,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,23776041
Electronic City,Villa,1130,2,2,0,3,5,Unfurnished,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,12409867
Anjanapura,Apartment,1383,2,1,12,19,2,Fully-Furnished,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,11154104
Tumkur Road,Penthouse,568,1,1,2,12,5,Unfurnished,2,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,6790311
Yeshwanthpur,Independent House,1131,2,1,3,20,10,Semi-Furnished,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,11688578
HSR Layout,Apartment,4160,4,5,4,19,2,Semi-Furnished,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,58413508
Chandapura,Villa,1976,3,4,14,16,10,Semi-Furnished,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,17273043
Begur,Independent House,3780,4,3,14,20,0,Semi-Furnished,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,31859234
Devanahalli,Independent House,3294,4,5,2,5,15,Semi-Furnished,2,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,26063416
Panathur,Apartment,998,2,1,14,15,2,Unfurnished,2,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,11005321
Banaswadi,Penthouse,1326,2,3,7,12,15,Unfurnished,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,16901811
Jakkar,Independent House,737,1,1,1,14,2,Semi-Furnished,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,8366017
Vijayanagar,Penthouse,2466,4,5,7,15,0,Semi-Furnished,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,33674951
Old Airport Road,Apartment,585,1,1,5,20,0,Unfurnished,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,9113918
Devanahalli,Penthouse,797,1,1,15,15,15,Semi-Furnished,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,8224523
Hebbal,Independent House,1492,3,3,9,18,2,Fully-Furnished,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,19802144
CV Raman Nagar,Villa,1272,2,3,7,16,10,Unfurnished,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,18650717
Bannerghatta Road,Penthouse,598,1,1,14,14,10,Fully-Furnished,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,8336503
HSR Layout,Apartment,702,1,1,6,20,5,Semi-Furnished,2,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,11154691
Anjanapura,Apartment,674,1,1,0,14,5,Semi-Furnished,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,5509269
CV Raman Nagar,Apartment,1610,3,2,4,12,10,Unfurnished,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,16309766
Kengeri,Penthouse,2070,3,2,2,20,2,Unfurnished,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,23135543
Basavanagudi,Penthouse,4326,4,3,0,16,15,Unfurnished,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,86992846
RT Nagar,Villa,1878,3,3,11,11,2,Fully-Furnished,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,29318540
Nagarbhavi,Apartment,3660,4,5,1,10,10,Semi-Furnished,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,35074315
Electronic City Phase 2,Penthouse,755,1,1,9,15,2,Unfurnished,2,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,8168810
JP Nagar,Apartment,2110,3,3,15,17,2,Fully-Furnished,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,25190538
CV Raman Nagar,Villa,1452,3,2,4,19,15,Unfurnished,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,20302192
Begur,Villa,955,2,1,13,14,0,Fully-Furnished,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,12879226
Basavanagudi,Penthouse,2130,3,4,15,16,2,Fully-Furnished,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,44754376
Mahadevapura,Villa,1153,2,3,14,20,5,Fully-Furnished,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,19957015
RT Nagar,Apartment,1386,2,3,7,17,0,Fully-Furnished,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,15670878
BTM Layout,Villa,1978,3,3,0,11,10,Semi-Furnished,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,33164085
Outer Ring Road,Penthouse,1288,2,2,4,10,0,Fully-Furnished,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,24160339
Sarjapur Road,Villa,3061,4,3,8,18,15,Semi-Furnished,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,44997856
Panathur,Apartment,812,1,1,11,15,5,Fully-Furnished,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,9916249
Kengeri,Penthouse,511,1,1,0,14,0,Semi-Furnished,2,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,7035012
Sadashivanagar,Apartment,4164,4,4,11,18,15,Semi-Furnished,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,92817072
Kanakapura Road,Penthouse,752,1,1,5,5,5,Semi-Furnished,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,11370744
Brookefield,Independent House,1248,2,2,3,9,10,Unfurnished,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,16140051
Old Airport Road,Villa,810,1,1,7,12,0,Unfurnished,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,17634799
Tumkur Road,Independent House,3669,4,5,9,16,10,Unfurnished,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,27361403
RT Nagar,Penthouse,3861,4,4,12,13,15,Fully-Furnished,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,54201180
